raw_reference_string	occurrence_count
IUB1-291-292; List-208; IOB2-156 BED B 607-1; Pl. II 156; OBI 2, p. 74; UEM no. 53, p. 148; List 208; UB 1, p. 291	1
IUB1-293; List-218; IOB2-126/b BED B 592-2; Pl. II 126b; OBI 1, p. 213; UEM no. 32, p. 90; List 218; UB 1, p. 293	1
IUB1-294; List-227; IOB1-89	1
IUB1-296; List-228; IOB2-127/a BED B 597-2; Pl. II 127a; OBI 1, p. 256; List 228; UB 1, p. 296	1
IUB1-298; List-266/a; IOB2-150 BED B 601-4; Pl. II 133; OBI 2, p. 6; List 1255; PPA, p. 286 (this ref. in List is incorrect !)	1
IUB1-299; List-266/b; IOB2-151 BED B 601-4; Pl. II 133; OBI 2, p. 6; List 1255; PPA, p. 286 (this ref. in List is incorrect !)	1
IUB1-300; List-305; IOB2-203 BED B 624-2; Pl. II 203; OBI 3, p. 7; List 305; UB 1, p. 300	1
IUB1-301; List-309; IOB2-211 BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IUB1-302-303; List-322; IOB3-224 BED B 624-1; Pl. II 202; OBI 3, p. 5; List 308; A, p. 101; MP, p. 107	1
IUB1-306-307; List 404/a; IOB3-289 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IUB1-308; List-404/b; IOB3-290/a BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IUB1-309; List-525/a--468/a	1
IUB1-32; List-256; IOB2 141/ BED B 604-8; Pl. II 141b; OBI 2, p. 53; List 256; UB 1, p. 32	1
IUB1-33; List-506; IOB5-470/b	1
IUB1-36,; List-517/a,; IOB5-466/a	1
IUB1-37,; List-517/b,; IOB5-466/b	1
IUB1-38-39; List-524/a; IOB5-469/a	1
IUB1-40; List-524/b; IOB5-469/b	1
IUB1-47; List-564/a; IOB5-497	1
IUB1-49; List-564/b; IOB5498 9	1
IUB1-52,; List-565/b,; IOB5-512/b	1
IUB1-67,; List-761	1
IUB1-68	1
IUB1-75; List-804	1
IUB1-78	1
IUB1-80,; List-876	1
IUB1-81	1
IUB1-86,; List-1014	1
IUB1-90	1
IUB1-93,; List-939	1
IUB1-94; List 963	1
IUB1-98	1
IUB1184, 185; List-213; IOB1-69 BED B 593-2; Pl. I 69; OBI 1, p. 218; SIP no. 20, p. 39; UEM no. 28, p. 52; List 213; UB 1, p. 184; U Min Hswe, no. 37	1
IUB1BM1--84; IUB1-34-35; List-535; BM1-183-184; List 638; IOB5-545/a	1
IUB2-132; List 67/a; IOB4-402/a	1
IUB2-133; List 67/b; IOB4-402/b BED B 567-7; Pl. IV 402; OBI 1, p. 351; List 67b; UB 2, p. 133	1
IUB2-134; List-92/a; IOB5-480/a BED B 565-1; Pl. IV 479 (l. 1-20); OBI 4, p. 64; List 92b; UB 2, 135; Pl. V 480a; OBI 4, p. 65; List 92a; UB 2, p. 134; copy List 163 (162?); B 2, p. 554	1
IUB2-135; List-92/b; IOB5-479 BED B 578-5; Pl. V 479 (l. 21-30); OBI 4, p. 64; List 92b; UB 2, p. 135	1
IUB2-136; List-182	1
IUB2-137; List-182 BED B 579-2; OBI 1, p. 118; List 182; UB 2, p. 137	1
IUB2-138; List-182 BED B 573-1; List 168 a+b; OBI 1, p. 93; UB 2, p. 51	1
IUB2-186-187; List-75; IOB2-186 BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IUB2-197; IOB1-17	1
IUB2-198; IOB1-18	1
IUB2-200; List-303/a; IOB2-200 BED B 631-6; Pl. II 200 + Pl. II 201a; OBI 3, p. 62; SIP no. 37, p. 89; List 303 a+b; UB 2, p. 200	1
IUB2-202; List-303/b; IOB2-201/a	1
IUB2-203; List-306/a; IOB2-204/a BED B 624-3; Pl. II 204a+b; OBI 3, p. 8; List 306; UB 2, p. 203; (not in U Min Hswe)	1
IUB2-204; List-306/b; IOB2-204/b BED B 624-3; Pl. II 204a+b; OBI 3, p. 8; List 306; UB 2, p. 203; (not in U Min Hswe)	1
IUB2-205; List 339; IOB3-237 BED B 634-4; Pl. III 237; OBI 3, p. 79; List 339; UB 2, p. 205	1
IUB2-206; List-355; IOB3-245/b BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IUB2-207; List-378/a; IOB3-265 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IUB2-209; List-378/b; IOB3-266/a BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IUB2-210; List-378/c; IOB3-266/b BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IUB2-212; List-378/d; IOB3-266/c BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IUB2-225-226; List-1323; IOB3-302 BED B 610-5; Pl. III 302; OBI 2, p. 235; List 1323; UB 2, p. 225; Luce/U Tin Htway, “15th Century Library”;	1
IUB2-229; List-129 BED B 554-4; List 129a+b; OBI 1, p. 354; UB 2, p. 229; Luce G 1964; U Hswai, JBRS 48 (2), 1965, p. 67, no. 3; List 128; OBI 1, p.x231x; U Maung Maung Lat, nos. 1+2; U Hswai, JBRS 48 (2), 1965, p. 67, no. 2	1
IUB2-231; List-129	1
IUB2-232; List-128	1
IUB2-233 BED B 557-4; List 1324; UB 2 p. 233; OBI 1, p. 363; U Hswai, JBRS 48 (2), 1965, p. 67, no. 4	1
IUB2-250; List 487; IOB4-452/b BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IUB2-254; List 406; IOB3-293 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IUB2-259; List-160/a; IOB1-22 BED B 563-2; Pl. I 22; OBI 1, p. 71; UEM no. 12, p. 23; List 160a+b; UB 2, p. 259	1
IUB2-260; List-160/b; IOB1-23	1
List 113; IPPA-145-146 BED B 545-3; List 113; OBI 1, p. 347; PPA, p. 145; TN p. 67; List 109-110; B 2, p. 781-783; MM 2, nos. 38-39; OR 6452 B (1), no. 31	1
List-1296	1
List-376; IOB3-271 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
RDASB 1905 n°22,; RDASB 1958-59,; BM2 -558	1
RDASB 1915; IOB2-134/b BED B 593-5; Pl. II 134a; OBI 1, p. 222; UEM no. 41, p. 113; OBI 2, p. 9	1
RDASB 1918-19 BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
RDASB 1925-26; IOB3-303 BED A; Pl. III 303; OBI 1, p. 19; UEM, no. 1, p. 1; RSASB 1926, p. 26	1
RDASB 1937-38	1
RDASB 1937-38 BED B 556-1; OBI 1, p. 362; List 136; B 2, p. 509; RDASB 1938	1
RDASB 1938-39; IOB4-365/b BED B 552-3; Pl. IV 365b; OBI 1, p. 53	1
RDASB 1938-39; IOB5-509 BED B 628-9; Pl. V 509; OBI 4, p. 102	1
RDASB 1938-39; IOB5-510	1
RDASB 1953-54 BED B 598-6b; OBI 1, p. 289; Luce J 2667; RDASB 1954	1
RDASB 1953-54,; BM1-80	1
RDASB 1954-1955 BED B 503-1; OBI 1, p. 23	1
RDASB 1954-55 BED B 581-3; OBI 1, p. 127; Luce J 2672	1
RDASB 1954-55 BED B 583-2; OBI 1, p. 137; Luce J 2665; RDASB 1955	1
RDASB 1955-56	1
RDASB 1955-56 BED B 474-2; OBI 1, p. 8; Luce J 2675	1
RDASB 1956-60	1
RDASB 1957-58 BED B 521-1; OBI 1, p. 340	1
RDASB 1957-58 BED B 600-7; OBI 2, p. 1; RDASB 1971	1
RDASB 1958-59 BED B 533-1; OBI 1, p. 38; RDASB 1969	1
RDASB 1958-59 BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
RDASB 196-64	1
RDASB 1960-61 BED A; OBI 1, p. 304; RDASB 1961, p. 145; U Hswai, JBRS 48 (2), 1965, p. 67, no. 9	1
RDASB 1960-61 BED B 579-3; OBI 1, p. 119; RDASB 1961; U Hswai, JBRS 48 (2), 1965, p. 67, no. 12	1
RDASB 1960-61 BED B 588-2; OBI 1, p. 188; RDASB 1961; U Hswai, JBRS 48 (2), 1965, p. 67, no. 8	1
RDASB 1960-61 BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
RDASB 1961-62 BED B 530-1; OBI 1, p. 33; RDASB 1963, p. 27-8	1
RDASB 1961-62 BED B 600-7; OBI 2, p. 1; RDASB 1971	1
RDASB 1961-62 BED B 608-2; OBI 2, p. 82; RDASB 1962, p. 19	1
RDASB 1961-62; RDASB 1962-63 BED B 513-4; OBI 1, p. 339	1
RDASB 1961-64	1
RDASB 1962-63 BED B 529-1; OBI 1, p. 32	1
RDASB 1962-63 BED B 547-1; OBI 1, p. 46; RDASB 1963, p. 28	1
RDASB 1962-63 BED B 567-2; OBI 1, p. 80; RDASB 1963, p. 29	1
RDASB 1962-63 BED B 582-5; OBI 1, p. 133; RDASB 1963, p. 31, no. 47	1
RDASB 1962-63 BED B 600-7; OBI 2, p. 1; RDASB 1971	1
RDASB 1962-63 BED B 602-5; OBI 2, p. 21; RDASB 1963, p. 27, no. 16	1
RDASB 1963-64 BED B 568-7; OBI 1, p. 171; RDASB 1964, p. 21, no. 20	1
RDASB 1963-64 BED B 579-4; OBI 1, p. 123; RDASB 1964, p. 22 (no. 26)	1
RDASB 1963-64 BED B 597-4; OBI 1, p. 259; RDASB 1964, p. 20, no. 3	1
RDASB 1964-65 BED B 583-1; OBI 1, p. 136; RDASB 1966, p. 31 (no. 7)	1
RDASB 1964-65 BED B 588-4; Pl. V 574b; OBI 1, p. 190; List 198; A, p. 61; MP 1, p. 81; OBI 1, p. 376; RDASB 1965, p. 34, no. 2; U Min Hswe, no. 32	1
RDASB 1964-65 BED B 590-2; OBI 1, p. 202; RDASB 1965, p. 34; U Min Hswe, no. 45	1
RDASB 1965-66 BED B 552-2 & B 594-3; OBI 1, p. 226; RDASB 1966	1
RDASB 1965-66 BED B 583-1; OBI 1, p. 134; RDASB 1966	1
RDASB 1965-66 BED B 600-7; OBI 2, p. 1; RDASB 1971	1
RDASB 1965-66 BED B 602-4; OBI 2, p. 20; RDASB 1966; U Min Hswe, no. 7	1
RDASB 1965-66 BED B 608-3; OBI 2, p. 83; RDASB 1966, p.	1
RDASB 1966-67 BED B 588-3; OBI 1, p. 189; RDASB 1967	1
RDASB 1968-69	1
RDASB 1969-70	1
RDASB 1970-71 BED B 600-7; OBI 2, p. 1; RDASB 1971	1
RDASB 1970-71; BA-89; List-285,; IOB2-177/a BED B 613-2; OBI 2, p. 156; RDASB 1971	1
RDASB 1971-72	1
RDASB 1971-72 BED B 602-5; OBI 2, p. 21; RDASB 1963, p. 27, no. 16	1
RDASB 1972-1973 BED B 630-5; OBI 3, p. 49; RDASB 1973; U Min Hswe, no. 39	1
RDASB 1973-74 BED B 600-7; OBI 2, p. 1; RDASB 1971	1
RDASB 1974-75 BED B 602-4; OBI 2, p. 20; RDASB 1966; U Min Hswe, no. 7	1
RDASB 1977-78	1
RDASB 62-63	1
