record_id	source_deposit	raw_reference_string
obi-v03-n0005-ob-p0005	zenodo_4321314	IOB2-202 BED B 624-1
obi-v03-n0005-ob-p0005	zenodo_4321314	Pl. II 202
obi-v03-n0005-ob-p0005	zenodo_4321314	OBI 3, p. 5
obi-v03-n0005-ob-p0005	zenodo_4321314	List 308
obi-v03-n0005-ob-p0005	zenodo_4321314	A, p. 101
obi-v03-n0005-ob-p0005	zenodo_4321314	MP, p. 107
obi-v03-n0006-ob-p0007	zenodo_4321314	IUB1-300
obi-v03-n0006-ob-p0007	zenodo_4321314	List-305
obi-v03-n0006-ob-p0007	zenodo_4321314	IOB2-203 BED B 624-2
obi-v03-n0006-ob-p0007	zenodo_4321314	Pl. II 203
obi-v03-n0006-ob-p0007	zenodo_4321314	OBI 3, p. 7
obi-v03-n0006-ob-p0007	zenodo_4321314	List 305
obi-v03-n0006-ob-p0007	zenodo_4321314	UB 1, p. 300
obi-v03-n0007-ob-p0008	zenodo_4321314	IUB2-203
obi-v03-n0007-ob-p0008	zenodo_4321314	List-306/a
obi-v03-n0007-ob-p0008	zenodo_4321314	IOB2-204/a BED B 624-3
obi-v03-n0007-ob-p0008	zenodo_4321314	Pl. II 204a+b
obi-v03-n0007-ob-p0008	zenodo_4321314	OBI 3, p. 8
obi-v03-n0007-ob-p0008	zenodo_4321314	List 306
obi-v03-n0007-ob-p0008	zenodo_4321314	UB 2, p. 203
obi-v03-n0007-ob-p0008	zenodo_4321314	(not in U Min Hswe)
obi-v03-n0007-re-p0008	zenodo_4321314	IUB2-204
obi-v03-n0007-re-p0008	zenodo_4321314	List-306/b
obi-v03-n0007-re-p0008	zenodo_4321314	IOB2-204/b BED B 624-3
obi-v03-n0007-re-p0008	zenodo_4321314	Pl. II 204a+b
obi-v03-n0007-re-p0008	zenodo_4321314	OBI 3, p. 8
obi-v03-n0007-re-p0008	zenodo_4321314	List 306
obi-v03-n0007-re-p0008	zenodo_4321314	UB 2, p. 203
obi-v03-n0007-re-p0008	zenodo_4321314	(not in U Min Hswe)
obi-v03-n0008-ob-p0009	zenodo_4321314	BA-103
obi-v03-n0008-ob-p0009	zenodo_4321314	List-307/a
obi-v03-n0008-ob-p0009	zenodo_4321314	IOB2 205 BED B 624-4
obi-v03-n0008-ob-p0009	zenodo_4321314	Pl. II 205-206
obi-v03-n0008-ob-p0009	zenodo_4321314	OBI 3, p. 9-11
obi-v03-n0008-ob-p0009	zenodo_4321314	List 307a+b
obi-v03-n0008-ob-p0009	zenodo_4321314	A, p. 103-105
obi-v03-n0008-ob-p0009	zenodo_4321314	MP 2, p. 159
obi-v03-n0008-re-p0011	zenodo_4321314	BA-105
obi-v03-n0008-re-p0011	zenodo_4321314	List-307/b
obi-v03-n0008-re-p0011	zenodo_4321314	IOB2-206 BED B 622-4
obi-v03-n0008-re-p0011	zenodo_4321314	Pl. II 195b
obi-v03-n0008-re-p0011	zenodo_4321314	OBI 3, p. 1
obi-v03-n0008-re-p0011	zenodo_4321314	List 302
obi-v03-n0008-re-p0011	zenodo_4321314	PPA, p. 191
obi-v03-n0008-re-p0011	zenodo_4321314	TN, p. 91
obi-v03-n0008-re-p0011	zenodo_4321314	U Min Hswe, no. 18
obi-v03-n0009-ob-p0012	zenodo_4321314	IUB2-209
obi-v03-n0009-ob-p0012	zenodo_4321314	List-378/b
obi-v03-n0009-ob-p0012	zenodo_4321314	IOB3-266/a BED B 622-4
obi-v03-n0009-ob-p0012	zenodo_4321314	Pl. II 195b
obi-v03-n0009-ob-p0012	zenodo_4321314	OBI 3, p. 1
obi-v03-n0009-ob-p0012	zenodo_4321314	List 302
obi-v03-n0009-ob-p0012	zenodo_4321314	PPA, p. 191
obi-v03-n0009-ob-p0012	zenodo_4321314	TN, p. 91
obi-v03-n0009-ob-p0012	zenodo_4321314	U Min Hswe, no. 18
obi-v03-n0010-ob-p0013	zenodo_4321314	IOB3-341 BED B 622-4
obi-v03-n0010-ob-p0013	zenodo_4321314	Pl. II 195b
obi-v03-n0010-ob-p0013	zenodo_4321314	OBI 3, p. 1
obi-v03-n0010-ob-p0013	zenodo_4321314	List 302
obi-v03-n0010-ob-p0013	zenodo_4321314	PPA, p. 191
obi-v03-n0010-ob-p0013	zenodo_4321314	TN, p. 91
obi-v03-n0010-ob-p0013	zenodo_4321314	U Min Hswe, no. 18
obi-v03-n0011-ob-p0014	zenodo_4321314	-1936-37/ 4003, 1938-39/ 4080
obi-v03-n0011-ob-p0014	zenodo_4321314	IOB4-381 BED B 622-4
obi-v03-n0011-ob-p0014	zenodo_4321314	Pl. II 195b
obi-v03-n0011-ob-p0014	zenodo_4321314	OBI 3, p. 1
obi-v03-n0011-ob-p0014	zenodo_4321314	List 302
obi-v03-n0011-ob-p0014	zenodo_4321314	PPA, p. 191
obi-v03-n0011-ob-p0014	zenodo_4321314	TN, p. 91
obi-v03-n0011-ob-p0014	zenodo_4321314	U Min Hswe, no. 18
obi-v03-n0012-ob-p0018	zenodo_4321314	IOB2-208 BED B 622-4
obi-v03-n0012-ob-p0018	zenodo_4321314	Pl. II 195b
obi-v03-n0012-ob-p0018	zenodo_4321314	OBI 3, p. 1
obi-v03-n0012-ob-p0018	zenodo_4321314	List 302
obi-v03-n0012-ob-p0018	zenodo_4321314	PPA, p. 191
obi-v03-n0012-ob-p0018	zenodo_4321314	TN, p. 91
obi-v03-n0012-ob-p0018	zenodo_4321314	U Min Hswe, no. 18
obi-v03-n0013-ob-p0019	zenodo_4321314	IOB2-209 BED B 622-4
obi-v03-n0013-ob-p0019	zenodo_4321314	Pl. II 195b
obi-v03-n0013-ob-p0019	zenodo_4321314	OBI 3, p. 1
obi-v03-n0013-ob-p0019	zenodo_4321314	List 302
obi-v03-n0013-ob-p0019	zenodo_4321314	PPA, p. 191
obi-v03-n0013-ob-p0019	zenodo_4321314	TN, p. 91
obi-v03-n0013-ob-p0019	zenodo_4321314	U Min Hswe, no. 18
obi-v03-n0014-re-p0020	zenodo_4321314	IOB2-210/b BED B 622-6
obi-v03-n0014-re-p0020	zenodo_4321314	Pl. II 198
obi-v03-n0014-re-p0020	zenodo_4321314	OBI 3, p. 2
obi-v03-n0014-re-p0020	zenodo_4321314	List 90
obi-v03-n0014-re-p0020	zenodo_4321314	PPA, p. 55
obi-v03-n0014-re-p0020	zenodo_4321314	TN, p. 26
obi-v03-n0014-re-p0020	zenodo_4321314	U Min Hswe, no. 51
obi-v03-n0015-ob-p0021	zenodo_4321314	IUB1-301
obi-v03-n0015-ob-p0021	zenodo_4321314	List-309
obi-v03-n0015-ob-p0021	zenodo_4321314	IOB2-211 BED B 622-6
obi-v03-n0015-ob-p0021	zenodo_4321314	Pl. II 198
obi-v03-n0015-ob-p0021	zenodo_4321314	OBI 3, p. 2
obi-v03-n0015-ob-p0021	zenodo_4321314	List 90
obi-v03-n0015-ob-p0021	zenodo_4321314	PPA, p. 55
obi-v03-n0015-ob-p0021	zenodo_4321314	TN, p. 26
obi-v03-n0015-ob-p0021	zenodo_4321314	U Min Hswe, no. 51
obi-v03-n0016-ob-p0022	zenodo_4321314	IOB2-213/a BED B 622-6
obi-v03-n0016-ob-p0022	zenodo_4321314	Pl. II 198
obi-v03-n0016-ob-p0022	zenodo_4321314	OBI 3, p. 2
obi-v03-n0016-ob-p0022	zenodo_4321314	List 90
obi-v03-n0016-ob-p0022	zenodo_4321314	PPA, p. 55
obi-v03-n0016-ob-p0022	zenodo_4321314	TN, p. 26
obi-v03-n0016-ob-p0022	zenodo_4321314	U Min Hswe, no. 51
obi-v03-n0016-re-p0023	zenodo_4321314	IOB2-213/b BED B 622-6
obi-v03-n0016-re-p0023	zenodo_4321314	Pl. II 198
obi-v03-n0016-re-p0023	zenodo_4321314	OBI 3, p. 2
obi-v03-n0016-re-p0023	zenodo_4321314	List 90
obi-v03-n0016-re-p0023	zenodo_4321314	PPA, p. 55
obi-v03-n0016-re-p0023	zenodo_4321314	TN, p. 26
obi-v03-n0016-re-p0023	zenodo_4321314	U Min Hswe, no. 51
obi-v03-n0017-ob-p0024	zenodo_4321314	BA-97 & 492
obi-v03-n0017-ob-p0024	zenodo_4321314	List-293 & 1352
obi-v03-n0017-ob-p0024	zenodo_4321314	IOB2-214/a & IOB5-579 BED B 622-6
obi-v03-n0017-ob-p0024	zenodo_4321314	Pl. II 198
obi-v03-n0017-ob-p0024	zenodo_4321314	OBI 3, p. 2
obi-v03-n0017-ob-p0024	zenodo_4321314	List 90
obi-v03-n0017-ob-p0024	zenodo_4321314	PPA, p. 55
obi-v03-n0017-ob-p0024	zenodo_4321314	TN, p. 26
obi-v03-n0017-ob-p0024	zenodo_4321314	U Min Hswe, no. 51
obi-v03-n0018-ob-p0025	zenodo_4321314	IUB1-205,
obi-v03-n0018-ob-p0025	zenodo_4321314	List-313,
obi-v03-n0018-ob-p0025	zenodo_4321314	IOB2 214/b BED B 622-6
obi-v03-n0018-ob-p0025	zenodo_4321314	Pl. II 198
obi-v03-n0018-ob-p0025	zenodo_4321314	OBI 3, p. 2
obi-v03-n0018-ob-p0025	zenodo_4321314	List 90
obi-v03-n0018-ob-p0025	zenodo_4321314	PPA, p. 55
obi-v03-n0018-ob-p0025	zenodo_4321314	TN, p. 26
obi-v03-n0018-ob-p0025	zenodo_4321314	U Min Hswe, no. 51
obi-v03-n0019-ob-p0026	zenodo_4321314	IOB2-215/a BED B 622-6
obi-v03-n0019-ob-p0026	zenodo_4321314	Pl. II 198
obi-v03-n0019-ob-p0026	zenodo_4321314	OBI 3, p. 2
obi-v03-n0019-ob-p0026	zenodo_4321314	List 90
obi-v03-n0019-ob-p0026	zenodo_4321314	PPA, p. 55
obi-v03-n0019-ob-p0026	zenodo_4321314	TN, p. 26
obi-v03-n0019-ob-p0026	zenodo_4321314	U Min Hswe, no. 51
obi-v03-n0020-tx-p0027	zenodo_4321314	---265,
obi-v03-n0020-tx-p0027	zenodo_4321314	List-310
obi-v03-n0020-tx-p0027	zenodo_4321314	IOB2-215/b BED B 622-6
obi-v03-n0020-tx-p0027	zenodo_4321314	Pl. II 198
obi-v03-n0020-tx-p0027	zenodo_4321314	OBI 3, p. 2
obi-v03-n0020-tx-p0027	zenodo_4321314	List 90
obi-v03-n0020-tx-p0027	zenodo_4321314	PPA, p. 55
obi-v03-n0020-tx-p0027	zenodo_4321314	TN, p. 26
obi-v03-n0020-tx-p0027	zenodo_4321314	U Min Hswe, no. 51
obi-v03-n0021-ob-p0028	zenodo_4321314	IPPA-266
obi-v03-n0021-ob-p0028	zenodo_4321314	List-311
obi-v03-n0021-ob-p0028	zenodo_4321314	IOB2-216 BED B 622-6
obi-v03-n0021-ob-p0028	zenodo_4321314	Pl. II 198
obi-v03-n0021-ob-p0028	zenodo_4321314	OBI 3, p. 2
obi-v03-n0021-ob-p0028	zenodo_4321314	List 90
obi-v03-n0021-ob-p0028	zenodo_4321314	PPA, p. 55
obi-v03-n0021-ob-p0028	zenodo_4321314	TN, p. 26
obi-v03-n0021-ob-p0028	zenodo_4321314	U Min Hswe, no. 51
obi-v03-n0022-ob-p0033	zenodo_4321314	IOB2-218/b BED B 623-1
obi-v03-n0022-ob-p0033	zenodo_4321314	Pl. II 201b
obi-v03-n0022-ob-p0033	zenodo_4321314	OBI 3, p. 3
obi-v03-n0022-ob-p0033	zenodo_4321314	List 255
obi-v03-n0022-ob-p0033	zenodo_4321314	A, p. 79
obi-v03-n0023-ob-p0033	zenodo_4321314	IOB4-383/a BED B 623-1
obi-v03-n0023-ob-p0033	zenodo_4321314	Pl. II 201b
obi-v03-n0023-ob-p0033	zenodo_4321314	OBI 3, p. 3
obi-v03-n0023-ob-p0033	zenodo_4321314	List 255
obi-v03-n0023-ob-p0033	zenodo_4321314	A, p. 79
obi-v03-n0023-re-p0034	zenodo_4321314	IOB4-383/b BED B 623-1
obi-v03-n0023-re-p0034	zenodo_4321314	Pl. II 201b
obi-v03-n0023-re-p0034	zenodo_4321314	OBI 3, p. 3
obi-v03-n0023-re-p0034	zenodo_4321314	List 255
obi-v03-n0023-re-p0034	zenodo_4321314	A, p. 79
obi-v03-n0024-re-p0036	zenodo_4321314	IOB2-218/a BED B 623-1
obi-v03-n0024-re-p0036	zenodo_4321314	Pl. II 201b
obi-v03-n0024-re-p0036	zenodo_4321314	OBI 3, p. 3
obi-v03-n0024-re-p0036	zenodo_4321314	List 255
obi-v03-n0024-re-p0036	zenodo_4321314	A, p. 79
obi-v03-n0024-tx-p0035	zenodo_4321314	IPPA 188-189
obi-v03-n0024-tx-p0035	zenodo_4321314	List 278/b
obi-v03-n0024-tx-p0035	zenodo_4321314	IOB2-217 BED B 623-1
obi-v03-n0024-tx-p0035	zenodo_4321314	Pl. II 201b
obi-v03-n0024-tx-p0035	zenodo_4321314	OBI 3, p. 3
obi-v03-n0024-tx-p0035	zenodo_4321314	List 255
obi-v03-n0024-tx-p0035	zenodo_4321314	A, p. 79
obi-v03-n0025-ob-p0037	zenodo_4321314	IUB1-222-223
obi-v03-n0025-ob-p0037	zenodo_4321314	List 314/a
obi-v03-n0025-ob-p0037	zenodo_4321314	IOB2-219/a BED B 629-1
obi-v03-n0025-ob-p0037	zenodo_4321314	Pl. II 217 and Pl. II 218a
obi-v03-n0025-ob-p0037	zenodo_4321314	OBI 3, p. 35
obi-v03-n0025-ob-p0037	zenodo_4321314	List 278b (?)
obi-v03-n0025-ob-p0037	zenodo_4321314	Pl. II 219 a+b
obi-v03-n0025-ob-p0037	zenodo_4321314	OBI 3, p. 37
obi-v03-n0025-ob-p0037	zenodo_4321314	SIP no. 34, p. 83
obi-v03-n0025-ob-p0037	zenodo_4321314	List 314a+b
obi-v03-n0025-ob-p0037	zenodo_4321314	UB 1, p. 222-4
obi-v03-n0025-ob-p0037	zenodo_4321314	U Min Hswe, no. 19
obi-v03-n0025-ob-p0037	zenodo_4321314	Myaketu, Nandhale Hmattan, p. 29-30
obi-v03-n0025-re-p0038	zenodo_4321314	IUB1-224
obi-v03-n0025-re-p0038	zenodo_4321314	List 314/b
obi-v03-n0025-re-p0038	zenodo_4321314	IOB2-219/b BED B 623-1
obi-v03-n0025-re-p0038	zenodo_4321314	Pl. II 201b
obi-v03-n0025-re-p0038	zenodo_4321314	OBI 3, p. 3
obi-v03-n0025-re-p0038	zenodo_4321314	List 255
obi-v03-n0025-re-p0038	zenodo_4321314	A, p. 79
obi-v03-n0026-ob-p0039	zenodo_4321314	IOB2-220 BED B 623-1
obi-v03-n0026-ob-p0039	zenodo_4321314	Pl. II 201b
obi-v03-n0026-ob-p0039	zenodo_4321314	OBI 3, p. 3
obi-v03-n0026-ob-p0039	zenodo_4321314	List 255
obi-v03-n0026-ob-p0039	zenodo_4321314	A, p. 79
obi-v03-n0026-re-p0041	zenodo_4321314	IOB2-221 BED A
obi-v03-n0026-re-p0041	zenodo_4321314	Pl. III 321
obi-v03-n0026-re-p0041	zenodo_4321314	OBI 3, p. 4
obi-v03-n0027-ob-p0043	zenodo_4321314	IOB2-222/a BED B 630-1
obi-v03-n0027-ob-p0043	zenodo_4321314	Pl. II 222a+b
obi-v03-n0027-ob-p0043	zenodo_4321314	OBI 3, p. 43-45
obi-v03-n0027-ob-p0043	zenodo_4321314	copy List 316-317
obi-v03-n0027-ob-p0043	zenodo_4321314	B 2, p. 645-646
obi-v03-n0027-re-p0045	zenodo_4321314	IOB2-222/b BED A
obi-v03-n0027-re-p0045	zenodo_4321314	Pl. III 321
obi-v03-n0027-re-p0045	zenodo_4321314	OBI 3, p. 4
obi-v03-n0028-ob-p0046	zenodo_4321314	IOB2-223/a BED A
obi-v03-n0028-ob-p0046	zenodo_4321314	Pl. III 321
obi-v03-n0028-ob-p0046	zenodo_4321314	OBI 3, p. 4
obi-v03-n0029-re-p0047	zenodo_4321314	IPPA-269
obi-v03-n0029-re-p0047	zenodo_4321314	List 323
obi-v03-n0029-re-p0047	zenodo_4321314	IOB2-223/b BED A
obi-v03-n0029-re-p0047	zenodo_4321314	Pl. III 321
obi-v03-n0029-re-p0047	zenodo_4321314	OBI 3, p. 4
obi-v03-n0030-ob-p0048	zenodo_4321314	IOB5-571/a BED A
obi-v03-n0030-ob-p0048	zenodo_4321314	Pl. III 321
obi-v03-n0030-ob-p0048	zenodo_4321314	OBI 3, p. 4
obi-v03-n0031-ob-p0049	zenodo_4321314	RDASB 1972-1973 BED B 630-5
obi-v03-n0031-ob-p0049	zenodo_4321314	OBI 3, p. 49
obi-v03-n0031-ob-p0049	zenodo_4321314	RDASB 1973
obi-v03-n0031-ob-p0049	zenodo_4321314	U Min Hswe, no. 39
obi-v03-n0032-tx-p0051	zenodo_4321314	IOB5-587/a BED B 624-1
obi-v03-n0032-tx-p0051	zenodo_4321314	Pl. II 202
obi-v03-n0032-tx-p0051	zenodo_4321314	OBI 3, p. 5
obi-v03-n0032-tx-p0051	zenodo_4321314	List 308
obi-v03-n0032-tx-p0051	zenodo_4321314	A, p. 101
obi-v03-n0032-tx-p0051	zenodo_4321314	MP, p. 107
obi-v03-n0033-ob-p0052	zenodo_4321314	IUB1-302-303
obi-v03-n0033-ob-p0052	zenodo_4321314	List-322
obi-v03-n0033-ob-p0052	zenodo_4321314	IOB3-224 BED B 624-1
obi-v03-n0033-ob-p0052	zenodo_4321314	Pl. II 202
obi-v03-n0033-ob-p0052	zenodo_4321314	OBI 3, p. 5
obi-v03-n0033-ob-p0052	zenodo_4321314	List 308
obi-v03-n0033-ob-p0052	zenodo_4321314	A, p. 101
obi-v03-n0033-ob-p0052	zenodo_4321314	MP, p. 107
obi-v03-n0034-ob-p0053	zenodo_4321314	IOB3-225 BED B 631-1
obi-v03-n0034-ob-p0053	zenodo_4321314	Pl. II 225
obi-v03-n0034-ob-p0053	zenodo_4321314	OBI 3, p. 53
obi-v03-n0034-ob-p0053	zenodo_4321314	Frasch, “Coastal Peripheries”, p. 74
obi-v03-n0035-ob-p0055	zenodo_4321314	BA-90
obi-v03-n0035-ob-p0055	zenodo_4321314	List-633/a
obi-v03-n0035-ob-p0055	zenodo_4321314	IOB3-226 BED B 624-1
obi-v03-n0035-ob-p0055	zenodo_4321314	Pl. II 202
obi-v03-n0035-ob-p0055	zenodo_4321314	OBI 3, p. 5
obi-v03-n0035-ob-p0055	zenodo_4321314	List 308
obi-v03-n0035-ob-p0055	zenodo_4321314	A, p. 101
obi-v03-n0035-ob-p0055	zenodo_4321314	MP, p. 107
obi-v03-n0035-re-p0056	zenodo_4321314	BA-110
obi-v03-n0035-re-p0056	zenodo_4321314	List-327
obi-v03-n0035-re-p0056	zenodo_4321314	IOB3-227 BED B 624-1
obi-v03-n0035-re-p0056	zenodo_4321314	Pl. II 202
obi-v03-n0035-re-p0056	zenodo_4321314	OBI 3, p. 5
obi-v03-n0035-re-p0056	zenodo_4321314	List 308
obi-v03-n0035-re-p0056	zenodo_4321314	A, p. 101
obi-v03-n0035-re-p0056	zenodo_4321314	MP, p. 107
obi-v03-n0036-ob-p0057	zenodo_4321314	IOB3-228/a BED B 624-1
obi-v03-n0036-ob-p0057	zenodo_4321314	Pl. II 202
obi-v03-n0036-ob-p0057	zenodo_4321314	OBI 3, p. 5
obi-v03-n0036-ob-p0057	zenodo_4321314	List 308
obi-v03-n0036-ob-p0057	zenodo_4321314	A, p. 101
obi-v03-n0036-ob-p0057	zenodo_4321314	MP, p. 107
obi-v03-n0037-ob-p0058	zenodo_4321314	IPPA-264
obi-v03-n0037-ob-p0058	zenodo_4321314	List-325
obi-v03-n0037-ob-p0058	zenodo_4321314	IOB3-234 BED B 624-1
obi-v03-n0037-ob-p0058	zenodo_4321314	Pl. II 202
obi-v03-n0037-ob-p0058	zenodo_4321314	OBI 3, p. 5
obi-v03-n0037-ob-p0058	zenodo_4321314	List 308
obi-v03-n0037-ob-p0058	zenodo_4321314	A, p. 101
obi-v03-n0037-ob-p0058	zenodo_4321314	MP, p. 107
obi-v03-n0038-ob-p0062	zenodo_4321314	IUB2-200
obi-v03-n0038-ob-p0062	zenodo_4321314	List-303/a
obi-v03-n0038-ob-p0062	zenodo_4321314	IOB2-200 BED B 631-6
obi-v03-n0038-ob-p0062	zenodo_4321314	Pl. II 200 + Pl. II 201a
obi-v03-n0038-ob-p0062	zenodo_4321314	OBI 3, p. 62
obi-v03-n0038-ob-p0062	zenodo_4321314	SIP no. 37, p. 89
obi-v03-n0038-ob-p0062	zenodo_4321314	List 303 a+b
obi-v03-n0038-ob-p0062	zenodo_4321314	UB 2, p. 200
obi-v03-n0038-re-p0064	zenodo_4321314	IUB2-202
obi-v03-n0038-re-p0064	zenodo_4321314	List-303/b
obi-v03-n0038-re-p0064	zenodo_4321314	IOB2-201/a
obi-v03-n0039-ob-p0065	zenodo_4321314	IPPA-313-314
obi-v03-n0039-ob-p0065	zenodo_4321314	List-329
obi-v03-n0039-ob-p0065	zenodo_4321314	IOB3-228/b BED B 632-1
obi-v03-n0039-ob-p0065	zenodo_4321314	Pl. II 228b
obi-v03-n0039-ob-p0065	zenodo_4321314	OBI 3, p. 65
obi-v03-n0039-ob-p0065	zenodo_4321314	SIP no. 42, p. 110
obi-v03-n0039-ob-p0065	zenodo_4321314	List 329
obi-v03-n0039-ob-p0065	zenodo_4321314	PPA, p. 313
obi-v03-n0039-ob-p0065	zenodo_4321314	TN, p. 144
obi-v03-n0040-ob-p0066	zenodo_4321314	IUB1-219-220
obi-v03-n0040-ob-p0066	zenodo_4321314	List-330
obi-v03-n0040-ob-p0066	zenodo_4321314	IOB3-229 BED B 632-2
obi-v03-n0040-ob-p0066	zenodo_4321314	Pl. III 229
obi-v03-n0040-ob-p0066	zenodo_4321314	OBI 3, p. 66
obi-v03-n0040-ob-p0066	zenodo_4321314	List 330
obi-v03-n0040-ob-p0066	zenodo_4321314	UB 1, p. 219, U Min Hswe, no. 71
obi-v03-n0041-ob-p0068	zenodo_4321314	BA 112
obi-v03-n0041-ob-p0068	zenodo_4321314	List-331
obi-v03-n0041-ob-p0068	zenodo_4321314	IOB3-231/a BED B 632-4
obi-v03-n0041-ob-p0068	zenodo_4321314	Pl. III 231a
obi-v03-n0041-ob-p0068	zenodo_4321314	OBI 3, p. 68
obi-v03-n0041-ob-p0068	zenodo_4321314	List 331
obi-v03-n0041-ob-p0068	zenodo_4321314	A, p. 112
obi-v03-n0041-ob-p0068	zenodo_4321314	MP, p. 163
obi-v03-n0042-ob-p0068	zenodo_4321314	IPPA-98
obi-v03-n0042-ob-p0068	zenodo_4321314	List-333
obi-v03-n0042-ob-p0068	zenodo_4321314	IOB3-231/b BED B 633-1
obi-v03-n0042-ob-p0068	zenodo_4321314	Pl. III 231b
obi-v03-n0042-ob-p0068	zenodo_4321314	OBI 3, p. 68
obi-v03-n0042-ob-p0068	zenodo_4321314	SIP no. 30, p. 70
obi-v03-n0042-ob-p0068	zenodo_4321314	List 333
obi-v03-n0042-ob-p0068	zenodo_4321314	PPA, p. 98
obi-v03-n0042-ob-p0068	zenodo_4321314	TN, p. 51
obi-v03-n0042-ob-p0068	zenodo_4321314	U Min Hswe, no. 14
obi-v03-n0043-ob-p0070	zenodo_4321314	IOB3-232 BED B 633-2
obi-v03-n0043-ob-p0070	zenodo_4321314	Pl. III 232
obi-v03-n0043-ob-p0070	zenodo_4321314	OBI 3, p. 70
obi-v03-n0043-ob-p0070	zenodo_4321314	SIP no. 39, p. 95
obi-v03-n0043-ob-p0070	zenodo_4321314	RDASB 1926, p. 26, and app. G, no. 1
obi-v03-n0044-re-p0072	zenodo_4321314	IUB1-212
obi-v03-n0044-re-p0072	zenodo_4321314	List-332/b
obi-v03-n0044-re-p0072	zenodo_4321314	IOB3-233 BED B 633-3
obi-v03-n0044-re-p0072	zenodo_4321314	Pl. III 233
obi-v03-n0044-re-p0072	zenodo_4321314	OBI 3, p. 72
obi-v03-n0044-re-p0072	zenodo_4321314	List 332b
obi-v03-n0044-re-p0072	zenodo_4321314	UB 1, p. 212
obi-v03-n0045-re-p0073	zenodo_4321314	IPPA-257
obi-v03-n0045-re-p0073	zenodo_4321314	List-344/b
obi-v03-n0045-re-p0073	zenodo_4321314	IOB3-240 BED B 624-2
obi-v03-n0045-re-p0073	zenodo_4321314	Pl. II 203
obi-v03-n0045-re-p0073	zenodo_4321314	OBI 3, p. 7
obi-v03-n0045-re-p0073	zenodo_4321314	List 305
obi-v03-n0045-re-p0073	zenodo_4321314	UB 1, p. 300
obi-v03-n0046-re-p0074	zenodo_4321314	IPPA-274-276
obi-v03-n0046-re-p0074	zenodo_4321314	List-334
obi-v03-n0046-re-p0074	zenodo_4321314	IOB3-235 BED B 634-1
obi-v03-n0046-re-p0074	zenodo_4321314	Pl. III 235
obi-v03-n0046-re-p0074	zenodo_4321314	OBI 3, p. 74
obi-v03-n0046-re-p0074	zenodo_4321314	SIP no. 40, p. 101
obi-v03-n0046-re-p0074	zenodo_4321314	List 334
obi-v03-n0046-re-p0074	zenodo_4321314	PPA, p. 274
obi-v03-n0046-re-p0074	zenodo_4321314	TN, p. 126
obi-v03-n0047-ob-p0077	zenodo_4321314	BA-115
obi-v03-n0047-ob-p0077	zenodo_4321314	List-342
obi-v03-n0047-ob-p0077	zenodo_4321314	IOB3-236/a BED B 624-2
obi-v03-n0047-ob-p0077	zenodo_4321314	Pl. II 203
obi-v03-n0047-ob-p0077	zenodo_4321314	OBI 3, p. 7
obi-v03-n0047-ob-p0077	zenodo_4321314	List 305
obi-v03-n0047-ob-p0077	zenodo_4321314	UB 1, p. 300
obi-v03-n0048-ob-p0078	zenodo_4321314	BA-116
obi-v03-n0048-ob-p0078	zenodo_4321314	List-343
obi-v03-n0048-ob-p0078	zenodo_4321314	IOB3-236/b BED B 634-3
obi-v03-n0048-ob-p0078	zenodo_4321314	Pl. III 236b
obi-v03-n0048-ob-p0078	zenodo_4321314	OBI 3, p. 78
obi-v03-n0048-ob-p0078	zenodo_4321314	List 343
obi-v03-n0048-ob-p0078	zenodo_4321314	A, p. 116
obi-v03-n0048-ob-p0078	zenodo_4321314	MP, p. 151
obi-v03-n0049-ob-p0079	zenodo_4321314	IUB2-205
obi-v03-n0049-ob-p0079	zenodo_4321314	List 339
obi-v03-n0049-ob-p0079	zenodo_4321314	IOB3-237 BED B 634-4
obi-v03-n0049-ob-p0079	zenodo_4321314	Pl. III 237
obi-v03-n0049-ob-p0079	zenodo_4321314	OBI 3, p. 79
obi-v03-n0049-ob-p0079	zenodo_4321314	List 339
obi-v03-n0049-ob-p0079	zenodo_4321314	UB 2, p. 205
obi-v03-n0050-ob-p0080	zenodo_4321314	BA-114
obi-v03-n0050-ob-p0080	zenodo_4321314	List 340
obi-v03-n0050-ob-p0080	zenodo_4321314	IOB3-238 BED B 634-5
obi-v03-n0050-ob-p0080	zenodo_4321314	Pl. III 238
obi-v03-n0050-ob-p0080	zenodo_4321314	OBI 3, p. 80
obi-v03-n0050-ob-p0080	zenodo_4321314	List 340
obi-v03-n0050-ob-p0080	zenodo_4321314	A, p. 114
obi-v03-n0050-ob-p0080	zenodo_4321314	MP, p. 155
obi-v03-n0051-ob-p0081	zenodo_4321314	IOB4-384 BED B 634-6
obi-v03-n0051-ob-p0081	zenodo_4321314	Pl. IV 384
obi-v03-n0051-ob-p0081	zenodo_4321314	OBI 3, p. 81
obi-v03-n0052-re-p0083	zenodo_4321314	617
obi-v03-n0052-re-p0083	zenodo_4321314	IPPA-255
obi-v03-n0052-re-p0083	zenodo_4321314	List-344/a
obi-v03-n0052-re-p0083	zenodo_4321314	IOB3-239 BED B 635-1
obi-v03-n0052-re-p0083	zenodo_4321314	Pl. III 239
obi-v03-n0052-re-p0083	zenodo_4321314	OBI 3, p. 83
obi-v03-n0052-re-p0083	zenodo_4321314	SIP no. 31, p. 72
obi-v03-n0052-re-p0083	zenodo_4321314	List 344a
